ID,source,source_language,target,target_language,x-context-pre,x-context-post
636,"Even though social media is very important, the key tool for a company’s successful online presence continues to be its website.",en,"Si bien las redes sociales son muy importantes, la herramienta clave para que la presencia en línea de una empresa tenga éxito sigue siendo su sitio web.",es,<seg><bpt i='1' type='bold'>{}</bpt>The key tool<ept i='1'>{}</ept></seg>,"<seg>Therefore, to have your website translated into the languages of your most important markets is a requirement these days.</seg>"
637,"Therefore, to have your website translated into the languages of your most important markets is a requirement these days.",en,"Por lo tanto, hoy día es primordial que el sitio web de tu empresa esté traducido a los idiomas de tus mercados más importantes.",es,"<seg>Even though social media is very important, the key tool for a company’s successful online presence continues to be its website.</seg>","<seg>However, with greater visibility also comes higher responsibility regarding quality.</seg>"
638,"However, with greater visibility also comes higher responsibility regarding quality.",en,"Sin embargo, cuanto mayor sea la visibilidad, mayor es la responsabilidad por lo que se refiere a la calidad.",es,"<seg>Therefore, to have your website translated into the languages of your most important markets is a requirement these days.</seg>","<seg>Now, a poor translation may have a very direct impact on sales or on generating new leads.</seg>"
639,"Now, a poor translation may have a very direct impact on sales or on generating new leads.",en,"Actualmente, una traducción deficiente puede influir de manera directa en las ventas o a la hora de conseguir nuevos clientes potenciales.",es,"<seg>However, with greater visibility also comes higher responsibility regarding quality.</seg>",<seg><bpt i='1' type='bold'>{}</bpt>SEO:<ept i='1'>{}</ept></seg>
640,<bpt i='1' type='bold'>{}</bpt>The needle in the haystack<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>la aguja en el pajar<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>SEO:<ept i='1'>{}</ept></seg>,"<seg>To have a good website is very important, obvious but… worthless if it cannot be easily found.</seg>"
641,<bpt i='1' type='bold'>{}</bpt>SEO:<ept i='1'>{}</ept>,en,"<bpt i='1' type='bold'>{}</bpt>SEO, optimización de motores de búsqueda:<ept i='1'>{}</ept>",es,"<seg>Now, a poor translation may have a very direct impact on sales or on generating new leads.</seg>",<seg><bpt i='1' type='bold'>{}</bpt>The needle in the haystack<ept i='1'>{}</ept></seg>
642,"To have a good website is very important, obvious but… worthless if it cannot be easily found.",en,"Contar con un sitio web de calidad es muy importante, pero ¿de qué sirve si no se puede encontrar fácilmente?",es,<seg><bpt i='1' type='bold'>{}</bpt>The needle in the haystack<ept i='1'>{}</ept></seg>,<seg>The same happens with multilingual websites.</seg>
643,The same happens with multilingual websites.,en,Lo mismo ocurre con los sitios web multilingües.,es,"<seg>To have a good website is very important, obvious but… worthless if it cannot be easily found.</seg>","<seg>If companies only develop SEO for their English website, their multilingual reach will certainly fall short.</seg>"
644,"If companies only develop SEO for their English website, their multilingual reach will certainly fall short.",en,"Si las empresas solo desarrollan la optimización de motores de búsqueda (SEO) para su sitio web en inglés, es obvio que su alcance multilingüe quedará corto.",es,<seg>The same happens with multilingual websites.</seg>,<seg>SEO needs to be translated and developed in all the languages of the website.</seg>
645,SEO needs to be translated and developed in all the languages of the website.,en,La SEO debe aplicarse y desarrollarse en todos los idiomas del sitio web.,es,"<seg>If companies only develop SEO for their English website, their multilingual reach will certainly fall short.</seg>","<seg>In order to increase traffic to a website, SEO has to feel really local.</seg>"
646,"In order to increase traffic to a website, SEO has to feel really local.",en,"A fin de atraer más el tráfico, los términos empleados en la SEO deben sonar genuinos en cada idioma.",es,<seg>SEO needs to be translated and developed in all the languages of the website.</seg>,"<seg>For that, simple translation is not enough.</seg>"
647,"For that, simple translation is not enough.",en,"Para ello, no basta con una traducción básica.",es,"<seg>In order to increase traffic to a website, SEO has to feel really local.</seg>",<seg>Localization is the right answer in this case as cultural barriers/nuances need to be taken into account.</seg>
648,Localization is the right answer in this case as cultural barriers/nuances need to be taken into account.,en,"En este caso, la localización es la solución adecuada, ya que se deben tener en cuenta las barreras y los matices culturales.",es,"<seg>For that, simple translation is not enough.</seg>",<seg><bpt i='1' type='bold'>{}</bpt>e-commerce:<ept i='1'>{}</ept></seg>
649,<bpt i='1' type='bold'>{}</bpt>e-commerce:<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Comercio electrónico:<ept i='1'>{}</ept>,es,<seg>Localization is the right answer in this case as cultural barriers/nuances need to be taken into account.</seg>,<seg><bpt i='1' type='bold'>{}</bpt>The new normal<ept i='1'>{}</ept></seg>
650,<bpt i='1' type='bold'>{}</bpt>The new normal<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>la nueva normalidad<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>e-commerce:<ept i='1'>{}</ept></seg>,<seg>The lockdown imposed by the pandemic caused many physical shops to close temporarily.</seg>
651,The lockdown imposed by the pandemic caused many physical shops to close temporarily.,en,El confinamiento impuesto por la pandemia provocó el cierre temporal de muchas tiendas físicas.,es,<seg><bpt i='1' type='bold'>{}</bpt>The new normal<ept i='1'>{}</ept></seg>,<seg>The only alternative to keep operating was e-commerce.</seg>
652,The only alternative to keep operating was e-commerce.,en,La única alternativa para mantener la actividad era el comercio electrónico.,es,<seg>The lockdown imposed by the pandemic caused many physical shops to close temporarily.</seg>,"<seg>As a result, new online buying habits are being created and strengthened.</seg>"
653,"As a result, new online buying habits are being created and strengthened.",en,"Fruto de ello, están apareciendo y consolidándose nuevos hábitos de compra en línea.",es,<seg>The only alternative to keep operating was e-commerce.</seg>,"<seg>Those habits will not switch back once this crisis is over, companies know that.</seg>"
654,"Those habits will not switch back once this crisis is over, companies know that.",en,"Estos hábitos no desaparecerán una vez que haya terminado la crisis, y eso las empresas lo saben.",es,"<seg>As a result, new online buying habits are being created and strengthened.</seg>",<seg>More industries are creating and expanding their e-commerce presence.</seg>
655,More industries are creating and expanding their e-commerce presence.,en,Muchos sectores están desarrollando y expandiendo su presencia en el ámbito virtual.,es,"<seg>Those habits will not switch back once this crisis is over, companies know that.</seg>","<seg>The rise of e-commerce implies an increased need for translation, as people simply spend more when buying in their own language.</seg>"
656,"The rise of e-commerce implies an increased need for translation, as people simply spend more when buying in their own language.",en,"Con el auge del comercio electrónico, aumenta la necesidad de recurrir a la traducción, ya que la gente gasta más dinero cuando compra en su propio idioma.",es,<seg>More industries are creating and expanding their e-commerce presence.</seg>,"<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2' type='italic'>{}</bpt>“If you think it's expensive to hire a professional to do the job, wait until you hire an amateur.” - <ept i='2'>{}</ept>Red Adair<ept i='1'>{}</ept></seg>"
657,"<bpt i='1' type='bold'>{}</bpt><bpt i='2' type='italic'>{}</bpt>“If you think it's expensive to hire a professional to do the job, wait until you hire an amateur.” - <ept i='2'>{}</ept>Red Adair<ept i='1'>{}</ept>",en,"<bpt i='1' type='bold'>{}</bpt>«Si crees que es caro contratar a un profesional para hacer el trabajo, ya verás cuando contrates a un aficionado», Red Adair<ept i='1'>{}</ept>",es,"<seg>The rise of e-commerce implies an increased need for translation, as people simply spend more when buying in their own language.</seg>",<seg>Greater online visibility means higher risk for the impact of poor-quality translations.</seg>
658,Greater online visibility means higher risk for the impact of poor-quality translations.,en,Una mayor visibilidad en línea conlleva un riesgo más alto del impacto de una traducción de mala calidad.,es,"<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2' type='italic'>{}</bpt>“If you think it's expensive to hire a professional to do the job, wait until you hire an amateur.” - <ept i='2'>{}</ept>Red Adair<ept i='1'>{}</ept></seg>",<seg>The damage it can do to a company’s brand has never been higher.</seg>
659,The damage it can do to a company’s brand has never been higher.,en,El daño que puede causar a la marca de una empresa es mayor que nunca.,es,<seg>Greater online visibility means higher risk for the impact of poor-quality translations.</seg>,"<seg>Online, the translated content is the only indicator that can be gauged by a potential buyer.</seg>"
660,"Online, the translated content is the only indicator that can be gauged by a potential buyer.",en,El contenido traducido es el único indicador que puede evaluar un comprador potencial en línea.,es,<seg>The damage it can do to a company’s brand has never been higher.</seg>,<seg>And all buyers are liable to judge the quality of your product or service just by the quality of your translated content.</seg>
661,And all buyers are liable to judge the quality of your product or service just by the quality of your translated content.,en,Y todos los compradores son susceptibles de juzgar la calidad de un producto o servicio basándose en la calidad del contenido traducido.,es,"<seg>Online, the translated content is the only indicator that can be gauged by a potential buyer.</seg>","<seg>This represents a challenge as some companies see professional translation as an expense to avoid, especially during a time of crisis.</seg>"
662,"This represents a challenge as some companies see professional translation as an expense to avoid, especially during a time of crisis.",en,"Esto plantea un reto importante, ya que algunas empresas consideran la traducción profesional como un gasto que debe evitarse, sobre todo en época de crisis.",es,<seg>And all buyers are liable to judge the quality of your product or service just by the quality of your translated content.</seg>,"<seg>If the budget for translation is too small to have the whole process done by native professional translators, at the very least, the final review should be done by them to ensure the ultimate quality.</seg>"
663,"If the budget for translation is too small to have the whole process done by native professional translators, at the very least, the final review should be done by them to ensure the ultimate quality.",en,"Si el presupuesto para la traducción es demasiado bajo como para que unos traductores profesionales nativos lleven a cabo todo el proceso, como mínimo la revisión final sí que deberían hacerla estos profesionales para garantizar una calidad óptima.",es,"<seg>This represents a challenge as some companies see professional translation as an expense to avoid, especially during a time of crisis.</seg>",<seg>To have impeccably translated online content is a great opportunity for a brand to stand out in local markets.</seg>
664,To have impeccably translated online content is a great opportunity for a brand to stand out in local markets.,en,Disponer de contenido en línea traducido de forma impecable es una fantástica oportunidad para conseguir que una marca destaque en los mercados locales.,es,"<seg>If the budget for translation is too small to have the whole process done by native professional translators, at the very least, the final review should be done by them to ensure the ultimate quality.</seg>",
665,"With the world moving online due to the pandemic, many companies are reviewing their priorities.",en,"Ahora que toda la actividad mundial se está trasladando a la nube a causa de la pandemia, muchas empresas están revisando sus prioridades.",es,<seg>How are you?</seg>,"<seg>As a specialized translation agency, at iDISC, we understand that decision makers are considering whether it really is a priority to translate or keep translating content in a post-COVID-19 world.</seg>"
