id,source,target
document.mqxliff_1490,Place a dial gauge ca. 5 mm inward from the circumference of the brake disc to measure its run-out.,Coloque un medidor de cuadrante aproximadamente 5 mm hacia dentro desde la circunferencia del disco de freno para medir su descentramiento.
document.mqxliff_1491,Limit:,Límite:
document.mqxliff_1492,"0.06 mm <Front>, 0.06 mm <Rear>","0,06 mm <parte delantera>, 0,06 mm <parte trasera>"
document.mqxliff_1493,"If the brake disc run-out exceeds the limit value, rephase the brake disc to the hub so that the minimum brake disc run-out is obtained.","Si el descentramiento del disco supera el valor límite, vuelva a introducir el disco de freno en el cubo para que se produzca el mínimo descentramiento del disco de freno."
document.mqxliff_1494,caution,precaución
document.mqxliff_1495,Insert M12 plain washer and then install the adapter as shown before grinding.,"Inserte la arandela plana M12 y, a continuación, instale el adaptador tal como se muestra antes de la rectificación."
document.mqxliff_1496,Failure to use the M12 plain washer will cause the brake disc to be deformed and ground incorrectly.,"Si no se utiliza la arandela plana M12, el disco de freno se deformará y no se asentará bien."
document.mqxliff_1497,"To grind the brake disc, ensure that all the nuts (M12 X 1.5) are tightened evenly and in a diagonal sequence to the specified torque (100 N·m).","Para rectificar el disco de freno, asegúrese de que todas las tuercas (M12 X 1,5) están apretadas de forma uniforme y en una secuencia diagonal al par de apriete especificado (100 N·m)."
document.mqxliff_1498,"Failure to use all the nuts (M12×1.5), excessive or uneven tightening torque will cause the brake disc to deform or judder.","Si no se utilizan todas las tuercas (M12 × 1,5), un par de apriete excesivo o desigual hará que el disco de freno se deforme o salte."
document.mqxliff_1499,"If the brake disc run-out exceeds the limit value after rephasing, grind the disc while in place on the vehicle so that the brake disc run-out is within the limit value.","Si el descentramiento del disco de freno supera el valor límite después de volver a introducirlo, rectifique el disco mientras está colocado en el vehículo para que el descentramiento del disco de freno se encuentre dentro del valor límite."
document.mqxliff_1500,note,nota
document.mqxliff_1501,"If it is suspected that the brake disc thickness will be below the limit value, replace the brake disc.","Si existe la posibilidad de que el grosor del disco de freno se encuentre por debajo del valor límite, sustituya el disco de freno."
document.mqxliff_1502,"Then rephase the brake disc so that the minimum brake disc run-out is obtained, or grind the disc while in place on the vehicle so that its run-out is below the limit value.","A continuación, vuelva a calibrar el disco para obtener el mínimo descentramiento o rectifíquelo mientras está colocado en el vehículo hasta que su descentramiento esté por debajo del valor límite."
document.mqxliff_1503,CHECK BRAKE SHOE LININGS AND DRUMS FOR WEAR,COMPROBACIÓN DEL ESTADO DE LOS FORROS DE LAS ZAPATAS Y LOS TAMBORES DEL FRENO
document.mqxliff_1504,BRAKE LINING THICKNESS CHECK,COMPROBACIÓN DEL GROSOR DEL FORRO DE LOS FRENOS
document.mqxliff_1505,caution,precaución
document.mqxliff_1506,"Whenever the shoe and lining assembly is replaced, replace both RH and LH assemblies as a set to prevent the car from pulling to one side when braking.","Cuando deba cambiarse el conjunto del forro y la zapata, deberá proceder al cambio del conjunto a ambos lados para evitar que el vehículo arrastre de un lado al frenar."
document.mqxliff_1507,"If there is a significant difference in the thickness of the shoe and lining assemblies on the left and right sides, check the sliding condition of the piston.","Si existe una diferencia significativa en los grosores del forro y la zapata de ambos lados, compruebe el deslizamiento del pistón."
document.mqxliff_1508,Remove the brake drum.,Desmonte el tambor del freno.
document.mqxliff_1509,Measure the thickness of the brake lining at the area with the worst wear.,Mida el grosor del forro del freno en la zona más desgastada.
document.mqxliff_1510,<Vehicles with rear drum brake>,<Vehículos con frenos de tambor traseros>
document.mqxliff_1511,Standard value:,Valor normal:
document.mqxliff_1512,5.0 mm,"5,0 mm"
document.mqxliff_1513,Limit:,Límite:
document.mqxliff_1514,1.0 mm,"1,0 mm"
document.mqxliff_1515,<Vehicles with rear disc brake>,<Vehículos con frenos de disco traseros>
document.mqxliff_1516,Standard value:,Valor normal:
document.mqxliff_1517,2.5 mm,"2,5 mm"
document.mqxliff_1518,Limit:,Límite:
document.mqxliff_1519,1.0 mm,"1,0 mm"
document.mqxliff_1520,Replace the shoe and lining assembly if the brake lining thickness is less than the limit or if it is not worn evenly.,Sustituya el conjunto del forro y la zapata si el grosor del forro es inferior al límite o si existe un desgaste desigual.
document.mqxliff_1521,For installation procedures for the shoe and lining assembly.,Para conocer los procedimientos de instalación del conjunto del forro y la zapata.
document.mqxliff_1522,BRAKE DRUM INSIDE DIAMETER CHECK,COMPROBACIÓN DEL DIÁMETRO INTERIOR DEL TAMBOR DEL FRENO
document.mqxliff_1523,Remove the brake drum.,Desmonte el tambor del freno.
document.mqxliff_1524,Check the inner diameter of the drum visually and by feel.,Compruebe el diámetro interno del tambor visual y manualmente.
document.mqxliff_1525,"If a fault such as stepped-type wear is suspected, measure the inner diameter.","Si se sospecha que existe un desgaste escalonado, mida el diámetro interior."
document.mqxliff_1526,(Measure at two or more locations.),(Mida en dos o más ubicaciones.)
document.mqxliff_1527,<Vehicles with rear drum brake>,<Vehículos con frenos de tambor traseros>
document.mqxliff_1528,Standard value:,Valor normal:
document.mqxliff_1529,295 mm,295 mm
document.mqxliff_1530,Limit:,Límite:
document.mqxliff_1531,297 mm,297 mm
document.mqxliff_1532,<Vehicles with rear disc brake>,<Vehículos con frenos de disco traseros>
document.mqxliff_1533,Standard value:,Valor normal:
document.mqxliff_1534,190.0 mm,"190,0 mm"
document.mqxliff_1535,Limit:,Límite:
document.mqxliff_1536,191.0 mm,"191,0 mm"
document.mqxliff_1537,"Replace the brake drums, shoe and lining assembly when wear exceeds the limit value or is badly imbalanced.","Sustituya los tambores de freno, así como el conjunto del forro y la zapata cuando el desgaste supere el valor límite o cuando no estén bien equilibrados."
document.mqxliff_1538,ADJUST THE CLEARANCE OF THE BRAKE SHOE LININGS,AJUSTE DE LA HOLGURA DE LOS FORROS DE LAS ZAPATAS DEL FRENO
document.mqxliff_1539,<Electric parking brake>,<Freno de estacionamiento eléctrico>
document.mqxliff_1540,"Remove the adjustment hole plug of the rear brake disc, and then use a flat-tipped screwdriver to turn the adjuster in the direction of the arrow (the direction which expands the shoe) so that the disc will not rotate.","Extraiga el tapón del orificio de ajuste del disco de freno trasero y utilice un destornillador de punta plana para girar el dispositivo de ajuste en la dirección que indica la flecha (dirección en que se expande la zapata), de modo que el disco no gire."
document.mqxliff_1541,Return the adjuster eight notches in the direction opposite to the direction of the arrow.,Vuelva a girar el ajustador ocho muescas en dirección opuesta a la dirección que indica la flecha.
document.mqxliff_1542,Turn the rear wheels to check that the rear brakes are not dragging.,Gire las ruedas traseras para comprobar que los frenos traseros no arrastran.
document.mqxliff_1543,Pull up the electric parking brake switch to apply the parking brake.,Levante el interruptor del freno de estacionamiento para aplicar el freno de estacionamiento.
document.mqxliff_1544,Check that the brake warning lamp in the combination meter comes on.,Compruebe que el piloto de advertencia del freno en el medidor combinado se enciende.
document.mqxliff_1545,Push down the electric parking brake switch to release the parking brake.,Presione el interruptor del freno de estacionamiento para liberar el freno de estacionamiento.
document.mqxliff_1546,Check that the brake warning lamp in the combination meter goes out.,Compruebe que el piloto de advertencia del freno en el medidor combinado se apaga.
document.mqxliff_1547,CHECK FUEL HOSES AND PIPES FOR LEAKAGE OR DETERIORATION,COMPROBACIÓN DE FUGAS Y DESPERFECTOS EN LAS MANGUERAS Y LOS CONDUCTOS DE COMBUSTIBLE
document.mqxliff_1548,Check entire circumference and length of hoses and pipes.,Compruebe toda la circunferencia y la longitud de las mangueras y conductos.
document.mqxliff_1549,Check all clamps for tightness and connections for leakage.,Compruebe que todas las abrazaderas estén apretadas y que no existan fugas en las conexiones.
document.mqxliff_1550,"CHECK AUTOMATIC TRANSMISSION FOR FLUID LEAKAGE (IN CASE OF LEAKAGE, CHECK THE FLUID LEVEL)","COMPROBACIÓN DE FUGAS DE LÍQUIDO EN LA TRANSMISIÓN AUTOMÁTICA (EN CASO DE FUGA, COMPRUEBE EL NIVEL DEL LÍQUIDO)"
document.mqxliff_1551,FLUID LEAK CHECK,COMPROBACIÓN DE FUGAS DE LÍQUIDO
document.mqxliff_1552,"After cleaning the lower side of transmission, check visually or by touching that there is no oozing or leaking of fluid from the transmission.","Después de limpiar la parte inferior de la transmisión, inspeccione visualmente o toque la transmisión para comprobar que no haya un exceso de líquido ni fugas."
document.mqxliff_1553,FLUID LEVEL CHECK,COMPROBACIÓN DEL NIVEL DE LÍQUIDO
document.mqxliff_1554,<,<
document.mqxliff_1555,caution,precaución
document.mqxliff_1556,"During the fluid level check, the fluid temperature must be between 40 and 43°C <6B3> or between 43 and 46°C <4N1>.","Durante la comprobación del nivel de líquido, la temperatura del líquido debe estar comprendida entre 40 y 43°C <6B3> o entre 43 y 46°C <4N1>."
document.mqxliff_1557,"If the temperature is outside this range, set the fluid temperature to the suitable temperature, and then check the fluid level.","Si no se encuentra dentro de este intervalo, ajuste la temperatura del líquido hasta alcanzar el valor correcto y, a continuación, compruebe el nivel de líquido."
document.mqxliff_1558,<WHEN THE M.U.T.-III IS USED>,<CUANDO SE UTILIZA EL M.U.T.-III>
document.mqxliff_1559,"Park the vehicle on a flat place, and move the selector lever to the P range.","Aparque el vehículo en un lugar plano y mueva la palanca de selección a la posición ""P""."
document.mqxliff_1560,Connect the M.U.T.-III.,Conecte el M.U.T.-III.
document.mqxliff_1561,Use the M.U.T.-III Data list item No.7:,Use el punto n.° 7 de la lista de datos del M.U.T.-III:
document.mqxliff_1562,"A/T fluid temperature (oil pan) to check that the A/T fluid temperature is less than the lower threshold (40°C <6B3>, 43°C <4N1>).","La temperatura del líquido de la A/T (cárter de aceite) para comprobar que la temperatura del líquido de la A/T es menor que el umbral inferior (40°C <6B3>, 43°C <4N1>)."
document.mqxliff_1563,"If not, wait until it reaches 40°C <6B3>, 43°C <4N1> or less.","Si no lo es, espere a que llegue a 40°C <6B3>, 43°C <4N1> o menos."
document.mqxliff_1564,Remove the drain plug (overflow plug) and check whether a drop of A/T fluid comes out of the drain hole.,Extraiga el tapón de drenaje (tapón de rebose) y compruebe si el líquido de la A/T sale por el orificio de drenaje.
document.mqxliff_1565,"If not, remove the filler plug and refill the A/T fluid through the filler plug opening.","De no ser así, retire el tapón de llenado y vuelva a añadir líquido de la A/T a través de la abertura del tapón de llenado."
